material,symbol,frequency_hz,linear_stopping_voltage_v,emission_possible,physical_stopping_voltage_v
Silver,Ag,467000000000000,-2.3686431855365577,false,
Silver,Ag,468000000000000,-2.364507517839634,false,
Silver,Ag,469000000000000,-2.3603718501427098,false,
Silver,Ag,470000000000000,-2.356236182445786,false,
Silver,Ag,471000000000000,-2.3521005147488623,false,
Silver,Ag,472000000000000,-2.3479648470519381,false,
Silver,Ag,473000000000000,-2.3438291793550148,false,
Silver,Ag,474000000000000,-2.3396935116580906,false,
Silver,Ag,475000000000000,-2.3355578439611668,false,
Silver,Ag,476000000000000,-2.3314221762642431,false,
Silver,Ag,477000000000000,-2.3272865085673189,false,
Silver,Ag,478000000000000,-2.3231508408703951,false,
Silver,Ag,479000000000000,-2.3190151731734714,false,
Silver,Ag,480000000000000,-2.3148795054765472,false,
Silver,Ag,481000000000000,-2.3107438377796239,false,
Silver,Ag,482000000000000,-2.3066081700826997,false,
Silver,Ag,483000000000000,-2.3024725023857759,false,
Silver,Ag,484000000000000,-2.2983368346888522,false,
Silver,Ag,485000000000000,-2.294201166991928,false,
Silver,Ag,486000000000000,-2.2900654992950042,false,
Silver,Ag,487000000000000,-2.2859298315980805,false,
Silver,Ag,488000000000000,-2.2817941639011567,false,
Silver,Ag,489000000000000,-2.2776584962042326,false,
Silver,Ag,490000000000000,-2.2735228285073088,false,
Silver,Ag,491000000000000,-2.2693871608103851,false,
Silver,Ag,492000000000000,-2.2652514931134613,false,
Silver,Ag,493000000000000,-2.2611158254165371,false,
Silver,Ag,494000000000000,-2.2569801577196134,false,
Silver,Ag,495000000000000,-2.2528444900226896,false,
Silver,Ag,496000000000000,-2.2487088223257659,false,
Silver,Ag,497000000000000,-2.2445731546288421,false,
Silver,Ag,498000000000000,-2.2404374869319179,false,
Silver,Ag,499000000000000,-2.2363018192349942,false,
Silver,Ag,500000000000000,-2.2321661515380704,false,
Silver,Ag,501000000000000,-2.2280304838411467,false,
Silver,Ag,502000000000000,-2.2238948161442225,false,
Silver,Ag,503000000000000,-2.2197591484472987,false,
Silver,Ag,504000000000000,-2.215623480750375,false,
Silver,Ag,505000000000000,-2.2114878130534512,false,
Silver,Ag,506000000000000,-2.207352145356527,false,
Silver,Ag,507000000000000,-2.2032164776596033,false,
Silver,Ag,508000000000000,-2.1990808099626795,false,
Silver,Ag,509000000000000,-2.1949451422657558,false,
Silver,Ag,510000000000000,-2.1908094745688316,false,
Silver,Ag,511000000000000,-2.1866738068719078,false,
Silver,Ag,512000000000000,-2.1825381391749841,false,
Silver,Ag,513000000000000,-2.1784024714780603,false,
Silver,Ag,514000000000000,-2.1742668037811361,false,
Silver,Ag,515000000000000,-2.1701311360842124,false,
Silver,Ag,516000000000000,-2.1659954683872886,false,
Silver,Ag,517000000000000,-2.1618598006903649,false,
Silver,Ag,518000000000000,-2.1577241329934407,false,
Silver,Ag,519000000000000,-2.1535884652965169,false,
Silver,Ag,520000000000000,-2.1494527975995932,false,
Silver,Ag,521000000000000,-2.1453171299026694,false,
Silver,Ag,522000000000000,-2.1411814622057452,false,
Silver,Ag,523000000000000,-2.1370457945088215,false,
Silver,Ag,524000000000000,-2.1329101268118977,false,
Silver,Ag,525000000000000,-2.128774459114974,false,
Silver,Ag,526000000000000,-2.1246387914180498,false,
Silver,Ag,527000000000000,-2.120503123721126,false,
Silver,Ag,528000000000000,-2.1163674560242023,false,
Silver,Ag,529000000000000,-2.1122317883272785,false,
Silver,Ag,530000000000000,-2.1080961206303543,false,
Silver,Ag,531000000000000,-2.1039604529334306,false,
Silver,Ag,532000000000000,-2.0998247852365068,false,
Silver,Ag,533000000000000,-2.0956891175395831,false,
Silver,Ag,534000000000000,-2.0915534498426589,false,
Silver,Ag,535000000000000,-2.0874177821457351,false,
Silver,Ag,536000000000000,-2.0832821144488114,false,
Silver,Ag,537000000000000,-2.0791464467518876,false,
Silver,Ag,538000000000000,-2.0750107790549635,false,
Silver,Ag,539000000000000,-2.0708751113580397,false,
Silver,Ag,540000000000000,-2.0667394436611159,false,
Silver,Ag,541000000000000,-2.0626037759641922,false,
Silver,Ag,542000000000000,-2.0584681082672684,false,
Silver,Ag,543000000000000,-2.0543324405703443,false,
Silver,Ag,544000000000000,-2.0501967728734205,false,
Silver,Ag,545000000000000,-2.0460611051764968,false,
Silver,Ag,546000000000000,-2.041925437479573,false,
Silver,Ag,547000000000000,-2.0377897697826488,false,
Silver,Ag,548000000000000,-2.0336541020857251,false,
Silver,Ag,549000000000000,-2.0295184343888013,false,
Silver,Ag,550000000000000,-2.0253827666918776,false,
Silver,Ag,551000000000000,-2.0212470989949534,false,
Silver,Ag,552000000000000,-2.0171114312980296,false,
Silver,Ag,553000000000000,-2.0129757636011059,false,
Silver,Ag,554000000000000,-2.0088400959041821,false,
Silver,Ag,555000000000000,-2.0047044282072579,false,
Silver,Ag,556000000000000,-2.0005687605103342,false,
Silver,Ag,557000000000000,-1.9964330928134104,false,
Silver,Ag,558000000000000,-1.9922974251164867,false,
Silver,Ag,559000000000000,-1.9881617574195625,false,
Silver,Ag,560000000000000,-1.9840260897226387,false,
Silver,Ag,561000000000000,-1.979890422025715,false,
Silver,Ag,562000000000000,-1.9757547543287912,false,
Silver,Ag,563000000000000,-1.971619086631867,false,
Silver,Ag,564000000000000,-1.9674834189349433,false,
Silver,Ag,565000000000000,-1.9633477512380195,false,
Silver,Ag,566000000000000,-1.9592120835410958,false,
Silver,Ag,567000000000000,-1.9550764158441716,false,
Silver,Ag,568000000000000,-1.9509407481472478,false,
Silver,Ag,569000000000000,-1.9468050804503241,false,
Silver,Ag,570000000000000,-1.9426694127534003,false,
Silver,Ag,571000000000000,-1.9385337450564761,false,
Silver,Ag,572000000000000,-1.9343980773595524,false,
Silver,Ag,573000000000000,-1.9302624096626286,false,
Silver,Ag,574000000000000,-1.9261267419657049,false,
Silver,Ag,575000000000000,-1.9219910742687807,false,
Silver,Ag,576000000000000,-1.9178554065718569,false,
Silver,Ag,577000000000000,-1.9137197388749332,false,
Silver,Ag,578000000000000,-1.9095840711780094,false,
Silver,Ag,579000000000000,-1.9054484034810852,false,
Silver,Ag,580000000000000,-1.9013127357841615,false,
Silver,Ag,581000000000000,-1.8971770680872377,false,
Silver,Ag,582000000000000,-1.893041400390314,false,
Silver,Ag,583000000000000,-1.8889057326933898,false,
Silver,Ag,584000000000000,-1.884770064996466,false,
Silver,Ag,585000000000000,-1.8806343972995423,false,
Silver,Ag,586000000000000,-1.8764987296026185,false,
Silver,Ag,587000000000000,-1.8723630619056948,false,
Silver,Ag,588000000000000,-1.8682273942087706,false,
Silver,Ag,589000000000000,-1.8640917265118468,false,
Silver,Ag,590000000000000,-1.8599560588149231,false,
Silver,Ag,591000000000000,-1.8558203911179993,false,
Silver,Ag,592000000000000,-1.8516847234210752,false,
Silver,Ag,593000000000000,-1.8475490557241514,false,
Silver,Ag,594000000000000,-1.8434133880272277,false,
Silver,Ag,595000000000000,-1.8392777203303039,false,
Silver,Ag,596000000000000,-1.8351420526333797,false,
Silver,Ag,597000000000000,-1.831006384936456,false,
Silver,Ag,598000000000000,-1.8268707172395322,false,
Silver,Ag,599000000000000,-1.8227350495426085,false,
Silver,Ag,600000000000000,-1.8185993818456843,false,
Silver,Ag,601000000000000,-1.8144637141487605,false,
Silver,Ag,602000000000000,-1.8103280464518368,false,
Silver,Ag,603000000000000,-1.806192378754913,false,
Silver,Ag,604000000000000,-1.8020567110579888,false,
Silver,Ag,605000000000000,-1.7979210433610651,false,
Silver,Ag,606000000000000,-1.7937853756641413,false,
Silver,Ag,607000000000000,-1.7896497079672176,false,
Silver,Ag,608000000000000,-1.7855140402702934,false,
Silver,Ag,609000000000000,-1.7813783725733696,false,
Silver,Ag,610000000000000,-1.7772427048764459,false,
Silver,Ag,611000000000000,-1.7731070371795221,false,
Silver,Ag,612000000000000,-1.7689713694825979,false,
Silver,Ag,613000000000000,-1.7648357017856742,false,
Silver,Ag,614000000000000,-1.7607000340887504,false,
Silver,Ag,615000000000000,-1.7565643663918267,false,
Silver,Ag,616000000000000,-1.7524286986949025,false,
Silver,Ag,617000000000000,-1.7482930309979787,false,
Silver,Ag,618000000000000,-1.744157363301055,false,
Silver,Ag,619000000000000,-1.7400216956041312,false,
Silver,Ag,620000000000000,-1.735886027907207,false,
Silver,Ag,621000000000000,-1.7317503602102833,false,
Silver,Ag,622000000000000,-1.7276146925133595,false,
Silver,Ag,623000000000000,-1.7234790248164358,false,
Silver,Ag,624000000000000,-1.7193433571195116,false,
Silver,Ag,625000000000000,-1.7152076894225878,false,
Silver,Ag,626000000000000,-1.7110720217256641,false,
Silver,Ag,627000000000000,-1.7069363540287403,false,
Silver,Ag,628000000000000,-1.7028006863318161,false,
Silver,Ag,629000000000000,-1.6986650186348924,false,
Silver,Ag,630000000000000,-1.6945293509379686,false,
Silver,Ag,631000000000000,-1.6903936832410449,false,
Silver,Ag,632000000000000,-1.6862580155441211,false,
Silver,Ag,633000000000000,-1.6821223478471969,false,
Silver,Ag,634000000000000,-1.6779866801502732,false,
Silver,Ag,635000000000000,-1.6738510124533494,false,
Silver,Ag,636000000000000,-1.6697153447564257,false,
Silver,Ag,637000000000000,-1.6655796770595015,false,
Silver,Ag,638000000000000,-1.6614440093625777,false,
Silver,Ag,639000000000000,-1.657308341665654,false,
Silver,Ag,640000000000000,-1.6531726739687302,false,
Silver,Ag,641000000000000,-1.649037006271806,false,
Silver,Ag,642000000000000,-1.6449013385748823,false,
Silver,Ag,643000000000000,-1.6407656708779585,false,
Silver,Ag,644000000000000,-1.6366300031810348,false,
Silver,Ag,645000000000000,-1.6324943354841106,false,
Silver,Ag,646000000000000,-1.6283586677871869,false,
Silver,Ag,647000000000000,-1.6242230000902631,false,
Silver,Ag,648000000000000,-1.6200873323933394,false,
Silver,Ag,649000000000000,-1.6159516646964152,false,
Silver,Ag,650000000000000,-1.6118159969994914,false,
Silver,Ag,651000000000000,-1.6076803293025677,false,
Silver,Ag,652000000000000,-1.6035446616056439,false,
Silver,Ag,653000000000000,-1.5994089939087197,false,
Silver,Ag,654000000000000,-1.595273326211796,false,
Silver,Ag,655000000000000,-1.5911376585148722,false,
Silver,Ag,656000000000000,-1.5870019908179485,false,
Silver,Ag,657000000000000,-1.5828663231210243,false,
Silver,Ag,658000000000000,-1.5787306554241005,false,
Silver,Ag,659000000000000,-1.5745949877271768,false,
Silver,Ag,660000000000000,-1.570459320030253,false,
Silver,Ag,661000000000000,-1.5663236523333288,false,
Silver,Ag,662000000000000,-1.5621879846364051,false,
Silver,Ag,663000000000000,-1.5580523169394813,false,
Silver,Ag,664000000000000,-1.5539166492425576,false,
Silver,Ag,665000000000000,-1.5497809815456334,false,
Silver,Ag,666000000000000,-1.5456453138487096,false,
Silver,Ag,667000000000000,-1.5415096461517859,false,
Silver,Ag,668000000000000,-1.5373739784548621,false,
Silver,Ag,669000000000000,-1.5332383107579379,false,
Silver,Ag,670000000000000,-1.5291026430610142,false,
Silver,Ag,671000000000000,-1.5249669753640904,false,
Silver,Ag,672000000000000,-1.5208313076671667,false,
Silver,Ag,673000000000000,-1.5166956399702429,false,
Silver,Ag,674000000000000,-1.5125599722733187,false,
Silver,Ag,675000000000000,-1.508424304576395,false,
Silver,Ag,676000000000000,-1.5042886368794712,false,
Silver,Ag,677000000000000,-1.5001529691825475,false,
Silver,Ag,678000000000000,-1.4960173014856233,false,
Silver,Ag,679000000000000,-1.4918816337886995,false,
Silver,Ag,680000000000000,-1.4877459660917758,false,
Silver,Ag,681000000000000,-1.483610298394852,false,
Silver,Ag,682000000000000,-1.4794746306979278,false,
Silver,Ag,683000000000000,-1.4753389630010041,false,
Silver,Ag,684000000000000,-1.4712032953040803,false,
Silver,Ag,685000000000000,-1.4670676276071566,false,
Silver,Ag,686000000000000,-1.4629319599102324,false,
Silver,Ag,687000000000000,-1.4587962922133086,false,
Silver,Ag,688000000000000,-1.4546606245163849,false,
Silver,Ag,689000000000000,-1.4505249568194611,false,
Silver,Ag,690000000000000,-1.4463892891225369,false,
Silver,Ag,691000000000000,-1.4422536214256132,false,
Silver,Ag,692000000000000,-1.4381179537286894,false,
Silver,Ag,693000000000000,-1.4339822860317657,false,
Silver,Ag,694000000000000,-1.4298466183348415,false,
Silver,Ag,695000000000000,-1.4257109506379178,false,
Silver,Ag,696000000000000,-1.421575282940994,false,
Silver,Ag,697000000000000,-1.4174396152440703,false,
Silver,Ag,698000000000000,-1.4133039475471461,false,
Silver,Ag,699000000000000,-1.4091682798502223,false,
Silver,Ag,700000000000000,-1.4050326121532986,false,
Silver,Ag,701000000000000,-1.4008969444563748,false,
Silver,Ag,702000000000000,-1.3967612767594506,false,
Silver,Ag,703000000000000,-1.3926256090625269,false,
Silver,Ag,704000000000000,-1.3884899413656031,false,
Silver,Ag,705000000000000,-1.3843542736686794,false,
Silver,Ag,706000000000000,-1.3802186059717552,false,
Silver,Ag,707000000000000,-1.3760829382748314,false,
Silver,Ag,708000000000000,-1.3719472705779077,false,
Silver,Ag,709000000000000,-1.3678116028809839,false,
Silver,Ag,710000000000000,-1.3636759351840597,false,
Silver,Ag,711000000000000,-1.359540267487136,false,
Silver,Ag,712000000000000,-1.3554045997902122,false,
Silver,Ag,713000000000000,-1.3512689320932885,false,
Silver,Ag,714000000000000,-1.3471332643963643,false,
Silver,Ag,715000000000000,-1.3429975966994405,false,
Silver,Ag,716000000000000,-1.3388619290025168,false,
Silver,Ag,717000000000000,-1.334726261305593,false,
Silver,Ag,718000000000000,-1.3305905936086693,false,
Silver,Ag,719000000000000,-1.3264549259117451,false,
Silver,Ag,720000000000000,-1.3223192582148213,false,
Silver,Ag,721000000000000,-1.3181835905178976,false,
Silver,Ag,722000000000000,-1.3140479228209738,false,
Silver,Ag,723000000000000,-1.3099122551240496,false,
Silver,Ag,724000000000000,-1.3057765874271259,false,
Silver,Ag,725000000000000,-1.3016409197302021,false,
Silver,Ag,726000000000000,-1.2975052520332784,false,
Silver,Ag,727000000000000,-1.2933695843363542,false,
Silver,Ag,728000000000000,-1.2892339166394304,false,
Silver,Ag,729000000000000,-1.2850982489425067,false,
Silver,Ag,730000000000000,-1.2809625812455829,false,
Silver,Ag,731000000000000,-1.2768269135486587,false,
Silver,Ag,732000000000000,-1.272691245851735,false,
Silver,Ag,733000000000000,-1.2685555781548112,false,
Silver,Ag,734000000000000,-1.2644199104578875,false,
Silver,Ag,735000000000000,-1.2602842427609633,false,
Silver,Ag,736000000000000,-1.2561485750640395,false,
Silver,Ag,737000000000000,-1.2520129073671158,false,
Silver,Ag,738000000000000,-1.247877239670192,false,
Silver,Ag,739000000000000,-1.2437415719732678,false,
Silver,Ag,740000000000000,-1.2396059042763441,false,
Silver,Ag,741000000000000,-1.2354702365794203,false,
Silver,Ag,742000000000000,-1.2313345688824966,false,
Silver,Ag,743000000000000,-1.2271989011855724,false,
Silver,Ag,744000000000000,-1.2230632334886486,false,
Silver,Ag,745000000000000,-1.2189275657917249,false,
Silver,Ag,746000000000000,-1.2147918980948011,false,
Silver,Ag,747000000000000,-1.210656230397877,false,
Silver,Ag,748000000000000,-1.2065205627009532,false,
Silver,Ag,749000000000000,-1.2023848950040295,false,
Silver,Ag,750000000000000,-1.1982492273071057,false,
Silver,Ag,751000000000000,-1.1941135596101815,false,
Silver,Ag,752000000000000,-1.1899778919132578,false,
Silver,Ag,753000000000000,-1.185842224216334,false,
Silver,Ag,754000000000000,-1.1817065565194103,false,
Silver,Ag,755000000000000,-1.1775708888224861,false,
Silver,Ag,756000000000000,-1.1734352211255623,false,
Silver,Ag,757000000000000,-1.1692995534286386,false,
Silver,Ag,758000000000000,-1.1651638857317148,false,
Silver,Ag,759000000000000,-1.1610282180347906,false,
Silver,Ag,760000000000000,-1.1568925503378669,false,
Silver,Ag,761000000000000,-1.1527568826409431,false,
Silver,Ag,762000000000000,-1.1486212149440194,false,
Silver,Ag,763000000000000,-1.1444855472470956,false,
Silver,Ag,764000000000000,-1.1403498795501714,false,
Silver,Ag,765000000000000,-1.1362142118532477,false,
Silver,Ag,766000000000000,-1.1320785441563239,false,
Silver,Ag,767000000000000,-1.1279428764594002,false,
Silver,Ag,768000000000000,-1.123807208762476,false,
Silver,Ag,769000000000000,-1.1196715410655522,false,
Silver,Ag,770000000000000,-1.1155358733686285,false,
Silver,Ag,771000000000000,-1.1114002056717047,false,
Silver,Ag,772000000000000,-1.1072645379747805,false,
Silver,Ag,773000000000000,-1.1031288702778568,false,
Silver,Ag,774000000000000,-1.098993202580933,false,
Silver,Ag,775000000000000,-1.0948575348840093,false,
Silver,Ag,776000000000000,-1.0907218671870851,false,
Silver,Ag,777000000000000,-1.0865861994901613,false,
Silver,Ag,778000000000000,-1.0824505317932376,false,
Silver,Ag,779000000000000,-1.0783148640963138,false,
Silver,Ag,780000000000000,-1.0741791963993896,false,
Silver,Ag,781000000000000,-1.0700435287024659,false,
Silver,Ag,782000000000000,-1.0659078610055421,false,
Silver,Ag,783000000000000,-1.0617721933086184,false,
Silver,Ag,784000000000000,-1.0576365256116942,false,
Silver,Ag,785000000000000,-1.0535008579147704,false,
Silver,Ag,786000000000000,-1.0493651902178467,false,
Silver,Ag,787000000000000,-1.0452295225209229,false,
Silver,Ag,788000000000000,-1.0410938548239987,false,
Silver,Ag,789000000000000,-1.036958187127075,false,
Silver,Ag,790000000000000,-1.0328225194301512,false,
Silver,Ag,791000000000000,-1.0286868517332275,false,
Silver,Ag,792000000000000,-1.0245511840363033,false,
Silver,Ag,793000000000000,-1.0204155163393795,false,
Silver,Ag,794000000000000,-1.0162798486424558,false,
Silver,Ag,795000000000000,-1.012144180945532,false,
Silver,Ag,796000000000000,-1.0080085132486079,false,
Silver,Ag,797000000000000,-1.0038728455516841,false,
Silver,Ag,798000000000000,-0.99973717785476035,false,
Silver,Ag,799000000000000,-0.9956015101578366,false,
Silver,Ag,800000000000000,-0.99146584246091241,false,
Silver,Ag,801000000000000,-0.98733017476398865,false,
Silver,Ag,802000000000000,-0.9831945070670649,false,
Silver,Ag,803000000000000,-0.97905883937014115,false,
Silver,Ag,804000000000000,-0.97492317167321696,false,
Silver,Ag,805000000000000,-0.97078750397629321,false,
Silver,Ag,806000000000000,-0.96665183627936946,false,
Silver,Ag,807000000000000,-0.96251616858244571,false,
Silver,Ag,808000000000000,-0.95838050088552196,false,
Silver,Ag,809000000000000,-0.95424483318859776,false,
Silver,Ag,810000000000000,-0.95010916549167401,false,
Silver,Ag,811000000000000,-0.94597349779475026,false,
Silver,Ag,812000000000000,-0.94183783009782651,false,
Silver,Ag,813000000000000,-0.93770216240090232,false,
Silver,Ag,814000000000000,-0.93356649470397857,false,
Silver,Ag,815000000000000,-0.92943082700705482,false,
Silver,Ag,816000000000000,-0.92529515931013107,false,
Silver,Ag,817000000000000,-0.92115949161320687,false,
Silver,Ag,818000000000000,-0.91702382391628312,false,
Silver,Ag,819000000000000,-0.91288815621935937,false,
Silver,Ag,820000000000000,-0.90875248852243562,false,
Silver,Ag,821000000000000,-0.90461682082551143,false,
Silver,Ag,822000000000000,-0.90048115312858767,false,
Silver,Ag,823000000000000,-0.89634548543166392,false,
Silver,Ag,824000000000000,-0.89220981773474017,false,
Silver,Ag,825000000000000,-0.88807415003781598,false,
Silver,Ag,826000000000000,-0.88393848234089223,false,
Silver,Ag,827000000000000,-0.87980281464396848,false,
Silver,Ag,828000000000000,-0.87566714694704473,false,
Silver,Ag,829000000000000,-0.87153147925012053,false,
Silver,Ag,830000000000000,-0.86739581155319678,false,
Silver,Ag,831000000000000,-0.86326014385627303,false,
Silver,Ag,832000000000000,-0.85912447615934928,false,
Silver,Ag,833000000000000,-0.85498880846242509,false,
Silver,Ag,834000000000000,-0.85085314076550134,false,
Silver,Ag,835000000000000,-0.84671747306857759,false,
Silver,Ag,836000000000000,-0.84258180537165384,false,
Silver,Ag,837000000000000,-0.83844613767472964,false,
Silver,Ag,838000000000000,-0.83431046997780589,false,
Silver,Ag,839000000000000,-0.83017480228088214,false,
Silver,Ag,840000000000000,-0.82603913458395839,false,
Silver,Ag,841000000000000,-0.8219034668870342,false,
Silver,Ag,842000000000000,-0.81776779919011044,false,
Silver,Ag,843000000000000,-0.81363213149318669,false,
Silver,Ag,844000000000000,-0.80949646379626294,false,
Silver,Ag,845000000000000,-0.80536079609933875,false,
Silver,Ag,846000000000000,-0.801225128402415,false,
Silver,Ag,847000000000000,-0.79708946070549125,false,
Silver,Ag,848000000000000,-0.7929537930085675,false,
Silver,Ag,849000000000000,-0.7888181253116433,false,
Silver,Ag,850000000000000,-0.78468245761471955,false,
Silver,Ag,851000000000000,-0.7805467899177958,false,
Silver,Ag,852000000000000,-0.77641112222087205,false,
Silver,Ag,853000000000000,-0.7722754545239483,false,
Silver,Ag,854000000000000,-0.76813978682702411,false,
Silver,Ag,855000000000000,-0.76400411913010036,false,
Silver,Ag,856000000000000,-0.75986845143317661,false,
Silver,Ag,857000000000000,-0.75573278373625286,false,
Silver,Ag,858000000000000,-0.75159711603932866,false,
Silver,Ag,859000000000000,-0.74746144834240491,false,
Silver,Ag,860000000000000,-0.74332578064548116,false,
Silver,Ag,861000000000000,-0.73919011294855741,false,
Silver,Ag,862000000000000,-0.73505444525163322,false,
Silver,Ag,863000000000000,-0.73091877755470946,false,
Silver,Ag,864000000000000,-0.72678310985778571,false,
Silver,Ag,865000000000000,-0.72264744216086196,false,
Silver,Ag,866000000000000,-0.71851177446393777,false,
Silver,Ag,867000000000000,-0.71437610676701402,false,
Silver,Ag,868000000000000,-0.71024043907009027,false,
Silver,Ag,869000000000000,-0.70610477137316652,false,
Silver,Ag,870000000000000,-0.70196910367624232,false,
Silver,Ag,871000000000000,-0.69783343597931857,false,
Silver,Ag,872000000000000,-0.69369776828239482,false,
Silver,Ag,873000000000000,-0.68956210058547107,false,
Silver,Ag,874000000000000,-0.68542643288854688,false,
Silver,Ag,875000000000000,-0.68129076519162313,false,
Silver,Ag,876000000000000,-0.67715509749469938,false,
Silver,Ag,877000000000000,-0.67301942979777563,false,
Silver,Ag,878000000000000,-0.66888376210085143,false,
Silver,Ag,879000000000000,-0.66474809440392768,false,
Silver,Ag,880000000000000,-0.66061242670700393,false,
Silver,Ag,881000000000000,-0.65647675901008018,false,
Silver,Ag,882000000000000,-0.65234109131315599,false,
Silver,Ag,883000000000000,-0.64820542361623223,false,
Silver,Ag,884000000000000,-0.64406975591930848,false,
Silver,Ag,885000000000000,-0.63993408822238473,false,
Silver,Ag,886000000000000,-0.63579842052546054,false,
Silver,Ag,887000000000000,-0.63166275282853679,false,
Silver,Ag,888000000000000,-0.62752708513161304,false,
Silver,Ag,889000000000000,-0.62339141743468929,false,
Silver,Ag,890000000000000,-0.61925574973776509,false,
Silver,Ag,891000000000000,-0.61512008204084134,false,
Silver,Ag,892000000000000,-0.61098441434391759,false,
Silver,Ag,893000000000000,-0.60684874664699384,false,
Silver,Ag,894000000000000,-0.60271307895006965,false,
Silver,Ag,895000000000000,-0.5985774112531459,false,
Silver,Ag,896000000000000,-0.59444174355622215,false,
Silver,Ag,897000000000000,-0.5903060758592984,false,
Silver,Ag,898000000000000,-0.58617040816237465,false,
Silver,Ag,899000000000000,-0.58203474046545045,false,
Silver,Ag,900000000000000,-0.5778990727685267,false,
Silver,Ag,901000000000000,-0.57376340507160295,false,
Silver,Ag,902000000000000,-0.5696277373746792,false,
Silver,Ag,903000000000000,-0.565492069677755,false,
Silver,Ag,904000000000000,-0.56135640198083125,false,
Silver,Ag,905000000000000,-0.5572207342839075,false,
Silver,Ag,906000000000000,-0.55308506658698375,false,
Silver,Ag,907000000000000,-0.54894939889005956,false,
Silver,Ag,908000000000000,-0.54481373119313581,false,
Silver,Ag,909000000000000,-0.54067806349621206,false,
Silver,Ag,910000000000000,-0.53654239579928831,false,
Silver,Ag,911000000000000,-0.53240672810236411,false,
Silver,Ag,912000000000000,-0.52827106040544036,false,
Silver,Ag,913000000000000,-0.52413539270851661,false,
Silver,Ag,914000000000000,-0.51999972501159286,false,
Silver,Ag,915000000000000,-0.51586405731466867,false,
